horizon,accuracy,f1_macro,f1_micro,f1_weighted,f1_macro_train,overfitting_gap,test_rows
6h,0.6837806967447173,0.5578232647676672,0.6837806967447173,0.6740324723418936,0.640251916747234,0.08242865197956684,35020
